"","Beer","Beer_ID","ABV","IBU","Brew_ID","Style","Ounces","Brewery","City","State"
"386","Upslope Belgian Style Pale Ale",683,0.075,30,52,"Belgian Pale Ale",12,"Upslope Brewing Company","Boulder","CO"
"387","Upslope Foreign Style Stout",614,0.069,NA,52,"Foreign / Export Stout",12,"Upslope Brewing Company","Boulder","CO"
"388","Top Rope Mexican-style Craft Lager",466,0.048,15,52,"Vienna Lager",12,"Upslope Brewing Company","Boulder","CO"
"389","Upslope Craft Lager",444,0.048,22,52,"Vienna Lager",12,"Upslope Brewing Company","Boulder","CO"
"390","Upslope Brown Ale",345,0.067,NA,52,"English Brown Ale",12,"Upslope Brewing Company","Boulder","CO"
"391","Upslope Pale Ale",80,0.058,NA,52,"American Pale Ale (APA)",12,"Upslope Brewing Company","Boulder","CO"
"392","Upslope India Pale Ale",79,0.072,NA,52,"American IPA",12,"Upslope Brewing Company","Boulder","CO"
"393","Blood of the Unicorn",2559,0.065,NA,53,"American Amber / Red Ale",16,"Pipeworks Brewing Company","Chicago","IL"
"394","Moar",2558,0.044,44,54,"English India Pale Ale (IPA)",12,"Bent Brewstillery","Roseville","MN"
"395","Uber Lupin Schwarz IPA",2557,0.083,NA,54,"American Double / Imperial IPA",16,"Bent Brewstillery","Roseville","MN"
"396","Nordic Blonde",2556,0.057,27,54,"American Blonde Ale",12,"Bent Brewstillery","Roseville","MN"
"397","Moped Traveler",2554,0.055,NA,55,"American Pale Ale (APA)",16,"Flesk Brewing Company","Lombard","IL"
"398","Mazzie",2553,0.054,45,56,"American Pale Ale (APA)",12,"Pollyanna Brewing Company","Lemont","IL"
"399","Painted Turtle",2552,0.045,NA,57,"American Pale Ale (APA)",12,"BuckleDown Brewing","Lyons","IL"
"400","Weissenheimer",2550,0.052,16,58,"Hefeweizen",12,"Destihl Brewery","Bloomington","IL"
"401","Abbey's Single (2015- )",2505,0.049,22,58,"Abbey Single Ale",12,"Destihl Brewery","Bloomington","IL"
"402","Vertex IPA",2025,0.063,76,58,"American IPA",12,"Destihl Brewery","Bloomington","IL"
"403","Here Gose Nothin'",2021,0.05,12,58,"Gose",12,"Destihl Brewery","Bloomington","IL"
"404","Strawberry Blonde",2015,0.05,NA,58,"Fruit / Vegetable Beer",12,"Destihl Brewery","Bloomington","IL"
"405","Hoperation Overload",1888,0.096,85,58,"American Double / Imperial IPA",12,"Destihl Brewery","Bloomington","IL"
"406","Abbey's Single Ale (Current)",1887,0.049,22,58,"Abbey Single Ale",12,"Destihl Brewery","Bloomington","IL"
"407","Make It So",2549,0.053,40,59,"Extra Special / Strong Bitter (ESB)",12,"Summit Brewing Company","St. Paul","MN"
"408","Hopvale Organic Ale",2473,0.047,55,59,"American Pale Ale (APA)",16,"Summit Brewing Company","St. Paul","MN"
"409","Unchained #18 Hop Silo",2415,0.083,100,59,"American Double / Imperial IPA",16,"Summit Brewing Company","St. Paul","MN"
"410","Beach Cruiser",2547,0.045,NA,60,"Hefeweizen",12,"Latitude 42 Brewing Company","Portage","MI"
"411","I.P. Eh!",2493,0.068,NA,60,"American IPA",12,"Latitude 42 Brewing Company","Portage","MI"
"412","Schoolhouse Honey",2492,0.05,NA,60,"American Amber / Red Ale",12,"Latitude 42 Brewing Company","Portage","MI"
"413","10 Degrees of Separation",2491,0.055,NA,60,"English Brown Ale",12,"Latitude 42 Brewing Company","Portage","MI"
"414","Passion Fruit Prussia",2545,0.035,11,61,"Berliner Weissbier",12,"4 Hands Brewing Company","Saint Louis","MO"
"415","Send Help",2544,0.045,18,61,"American Blonde Ale",12,"4 Hands Brewing Company","Saint Louis","MO"
"416","Cast Iron Oatmeal Brown",2324,0.055,NA,61,"American Brown Ale",12,"4 Hands Brewing Company","Saint Louis","MO"
"417","Reprise Centennial Red",2288,0.06,NA,61,"American Amber / Red Ale",12,"4 Hands Brewing Company","Saint Louis","MO"
"418","Alter Ego",2287,0.055,NA,61,"American Black Ale",12,"4 Hands Brewing Company","Saint Louis","MO"
"419","Divided Sky",2286,0.065,NA,61,"American IPA",12,"4 Hands Brewing Company","Saint Louis","MO"
"420","Resurrected",2285,0.065,NA,61,"American IPA",12,"4 Hands Brewing Company","Saint Louis","MO"
"421","Contact High",1870,0.05,28,61,"American Pale Wheat Ale",12,"4 Hands Brewing Company","Saint Louis","MO"
"422","Todd the Axe Man",2543,0.072,NA,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center","MN"
"423","Doomtree",2409,0.057,NA,62,"Extra Special / Strong Bitter (ESB)",16,"Surly Brewing Company","Brooklyn Center","MN"
"424","BLAKKR",1739,0.099,85,62,"American Black Ale",16,"Surly Brewing Company","Brooklyn Center","MN"
"425","Overrated! West Coast Style IPA",1112,0.073,69,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center","MN"
"426","WET",329,0.075,90,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center","MN"
"427","Bitter Brewer",19,0.04,37,62,"English Bitter",16,"Surly Brewing Company","Brooklyn Center","MN"
